,es,it,de,nl,fr,en
ì p,,-8.837390855544697,,,,
erw,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
rwo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
isb,,-8.837390855544697,,-9.034676602846295,,
sbi,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
 my,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
mya,,-8.837390855544697,,-8.34152942228635,,
 VP,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
P d,,-8.837390855544697,,-9.034676602846295,,
Gha,,-8.837390855544697,,-9.034676602846295,,
ifl,,-8.837390855544697,-9.359708203627006,,,-9.107753783201082
Nig,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
hoS,,-8.837390855544697,,-9.034676602846295,,
oSt,,-8.837390855544697,,-9.034676602846295,,
Afr,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
hen,,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-8.414606602641136
duz,,-8.837390855544697,-9.359708203627006,,,
Whi,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
y H,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Hou,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
rze,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Cis,,-8.837390855544697,,-9.034676602846295,,
sgi,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Ciò,,-8.837390855544697,,,,
ò h,,-8.837390855544697,,,,
Was,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-9.107753783201082
ngt,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
gto,,-8.837390855544697,,-9.034676602846295,,
e K,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Kar,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-8.414717399827001,-9.107753783201082
Gol,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
olf,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Li ,,-8.837390855544697,,-9.034676602846295,,
Na ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
Arm,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-9.107753783201082
rms,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Opr,,-8.837390855544697,,-9.034676602846295,,
rah,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Ash,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
shy,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
hya,,-8.837390855544697,,-9.034676602846295,,
q C,,-8.837390855544697,,-9.034676602846295,,
dex,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.009141494532972
x I,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 IX,,-8.837390855544697,,-9.034676602846295,,
IXI,,-8.837390855544697,,-9.034676602846295,,
XIC,,-8.837390855544697,,-9.034676602846295,,
IC ,,-8.837390855544697,,-9.034676602846295,,
ovv,,-8.837390855544697,,,,
lEm,,-8.837390855544697,,,,
È s,,-8.837390855544697,,,,
° o,,-8.837390855544697,,,,
Mah,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Spr,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
aiu,,-8.837390855544697,,,,
Bag,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-9.107753783201082
ghd,,-8.837390855544697,,-9.034676602846295,,
hda,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Bor,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
w Y,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
Yor,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
 JD,,-8.837390855544697,,-9.034676602846295,,
JD ,,-8.837390855544697,,-9.034676602846295,,
D T,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
Reu,,-8.837390855544697,,-9.034676602846295,,
Eri,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Gag,,-8.837390855544697,,-9.034676602846295,,
o °,,-8.837390855544697,,,,
° s,,-8.837390855544697,,,,
È c,,-8.837390855544697,,,,
leq,,-8.837390855544697,,,-9.107864580386947,
Tru,,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
Gin,,-8.837390855544697,-9.359708203627006,,,-9.107753783201082
vra,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
I h,,-8.837390855544697,,,,-8.414606602641136
hee,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
vvo,,-8.837390855544697,,,,
Doe,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
oe ,,-8.837390855544697,,-9.034676602846295,,-8.414606602641136
ché,,-8.837390855544697,,,-9.107864580386947,
hé ,,-8.837390855544697,,,-9.107864580386947,
Roh,,-8.837390855544697,,-9.034676602846295,,
ohr,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,
hrb,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
bou,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
ugh,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
h i,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
rvo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Ave,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
Nep,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Mia,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Hea,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
t v,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 NB,,-8.837390855544697,,-9.034676602846295,,
NBA,,-8.837390855544697,,-9.034676602846295,,
 Ty,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Tys,,-8.837390855544697,,-9.034676602846295,,
yso,,-8.837390855544697,,-9.034676602846295,,
Gay,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
Asa,,-8.837390855544697,,-9.034676602846295,,
Pow,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
oib,,-8.837390855544697,,,,
Cou,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
oup,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
g u,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
à g,,-8.837390855544697,,,-9.107864580386947,
ì h,,-8.837390855544697,,,,
afp,,-8.837390855544697,,-9.034676602846295,,
fp ,,-8.837390855544697,,,,
I V,,-8.837390855544697,,,,
egh,,-8.837390855544697,,,,-9.107753783201082
ggo,,-8.837390855544697,,,,
buk,,-8.837390855544697,,,,
ukt,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ktu,,-8.837390855544697,-9.359708203627006,,,
eld,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
eg ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
g N,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Squ,,-8.837390855544697,,-9.034676602846295,,
quy,,-8.837390855544697,,-9.034676602846295,,
uyr,,-8.837390855544697,,-9.034676602846295,,
yre,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Ath,,-8.837390855544697,,-9.034676602846295,,
Leu,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,
 EU,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
EUR,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
UR ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
R è,,-8.837390855544697,,,,
lol,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
erq,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
How,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
owa,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-8.414606602641136
ltà,,-8.837390855544697,,,,
nee,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Hew,,-8.837390855544697,,-9.034676602846295,,
ewl,,-8.837390855544697,,-9.034676602846295,,
wle,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
ttP,,-8.837390855544697,,-9.034676602846295,,
tPa,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
cka,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Co ,,-8.837390855544697,,-9.034676602846295,,
Ess,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
poi,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
ciz,,-8.837390855544697,,,,-9.107753783201082
u F,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
Det,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
lqa,,-8.837390855544697,,,,
qae,,-8.837390855544697,,,,
ub ,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
b i,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Tex,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
xas,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Cai,,-8.837390855544697,,,,
Sci,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Dal,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Fle,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Lex,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
xin,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
avu,,-8.837390855544697,-8.66656102306706,,-9.107864580386947,
Dea,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
dly,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
t R,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Uc,,-8.837390855544697,,,,
Ucr,,-8.837390855544697,,,,
rub,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
à f,,-8.837390855544697,,,-9.107864580386947,
Fox,,-8.837390855544697,,-9.034676602846295,,
xe ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
m H,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
 H ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
H R,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Reh,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ehn,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
hnq,,-8.837390855544697,,-9.034676602846295,,
Ho ,,-8.837390855544697,,,,
Hei,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
ht ,,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
 lh,,-8.837390855544697,,,-9.107864580386947,
lho,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
xan,,-8.837390855544697,,-9.034676602846295,,
Dot,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
tso,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
neh,,-8.837390855544697,-9.359708203627006,-8.34152942228635,,-9.107753783201082
ehy,,-8.144243674984754,,-8.34152942228635,,-9.107753783201082
hy ,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
laf,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
i V,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
onw,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
nwe,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
wea,,-8.837390855544697,,,,-9.107753783201082
lth,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
 lE,,-8.837390855544697,,,,
lEg,,-8.837390855544697,,,,
 lA,,-8.837390855544697,,,-9.107864580386947,
lAu,,-8.837390855544697,,,,
Aus,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Pus,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ssy,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
y R,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
Rio,,-8.837390855544697,,-9.034676602846295,,
GBP,,-8.837390855544697,,-9.034676602846295,,
BP ,,-8.837390855544697,,-9.034676602846295,,
She,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
ryl,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
yl ,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-8.414606602641136
w d,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Ara,,-8.837390855544697,,-9.034676602846295,,
Rif,,-8.837390855544697,,,-9.107864580386947,
 sq,,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
bde,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ahm,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
hma,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
hal,,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-7.498315870766981
Aum,,-8.837390855544697,,,,
 Ea,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-8.414606602641136
Eas,,-8.837390855544697,,-9.034676602846295,,-8.414606602641136
t H,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Har,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
g S,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Suu,,-8.837390855544697,,-9.034676602846295,,
uu ,,-8.837390855544697,,-9.034676602846295,,
u K,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Ky,,-8.837390855544697,,-9.034676602846295,,
Kyi,,-8.837390855544697,,-9.034676602846295,,
yi ,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
ewc,,-8.837390855544697,,-9.034676602846295,,
wca,,-8.837390855544697,,-9.034676602846295,,
stl,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Liv,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
poo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
ool,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Rap,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
lAD,,-8.837390855544697,,,,
ADS,,-8.837390855544697,,-9.034676602846295,,
DSL,,-8.837390855544697,,-9.034676602846295,,
SL ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
m v,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
I s,,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
i w,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
cii,,-8.837390855544697,,,,
iit,,-8.837390855544697,,,,
 cf,,-8.837390855544697,,-9.034676602846295,,
cfe,,-8.837390855544697,,-9.034676602846295,,
g C,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
McA,,-8.837390855544697,,-9.034676602846295,,
cAf,,-8.837390855544697,,-9.034676602846295,,
Afe,,-8.837390855544697,,-9.034676602846295,,
fee,,-8.837390855544697,-8.261095914958897,-9.034676602846295,-9.107864580386947,-9.107753783201082
rew,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
ewa,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
wal,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
lou,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
oud,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
gug,,-8.837390855544697,,,,
Fot,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Bav,,-8.837390855544697,,,,
t b,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Ino,,-8.837390855544697,,,,
daz,,-8.837390855544697,-8.66656102306706,,,
sek,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
eko,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
può,,-8.837390855544697,,,,
uò ,,-8.837390855544697,,,,
ò i,,-8.837390855544697,,,,
sbo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
zha,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
g h,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
lln,,-8.837390855544697,,,,
lnp,,-8.837390855544697,,,,
npt,,-8.837390855544697,,-9.034676602846295,,
zof,,-8.837390855544697,,-9.034676602846295,,
 lU,,-8.837390855544697,,,,
lUf,,-8.837390855544697,,,,
Lav,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
LAu,,-8.837390855544697,,,,
ò e,,-8.837390855544697,,,,
Ing,,-8.837390855544697,-9.359708203627006,,,
Lid,,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
eol,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,
 sì,,-8.837390855544697,,,,
ì  ,,-8.837390855544697,,,,
IOL,,-8.837390855544697,,-9.034676602846295,,
OLe,,-8.837390855544697,,,,
Len,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 HS,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
HSB,,-8.837390855544697,,-9.034676602846295,,
SBC,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-8.414606602641136
ak ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
k g,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Bab,,-8.837390855544697,-9.359708203627006,,,-9.107753783201082
° m,,-8.837390855544697,,,,
ù p,,-8.837390855544697,,,,
  I,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
x S,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 SP,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.009141494532972
SPX,,-8.837390855544697,,-9.034676602846295,,
PX ,,-8.837390855544697,,-9.034676602846295,,
X è,,-8.837390855544697,,,,
Fer,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
gho,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
I b,,-8.837390855544697,,,,-9.107753783201082
boy,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
cou,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
t r,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
gay,,-8.837390855544697,,,,
Sah,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ahe,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
piu,,-8.837390855544697,,-9.034676602846295,,
NON,,-8.837390855544697,,,-9.107864580386947,
N s,,-8.837390855544697,,,-9.107864580386947,
ops,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pst,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
y P,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ARu,,-8.837390855544697,,,,
Naz,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
lAs,,-8.837390855544697,,,,
 It,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Ita,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
eiv,,-8.837390855544697,-8.261095914958897,-9.034676602846295,,-9.107753783201082
vik,,-8.837390855544697,,-9.034676602846295,,
ddi,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rr ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
Sav,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Tut,,-8.837390855544697,-9.359708203627006,,,
Voi,,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
ù b,,-8.837390855544697,,,,
Bah,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Cir,,-8.837390855544697,,-9.034676602846295,,
Okl,,-8.837390855544697,,-9.034676602846295,,
kla,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
key,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
eyn,,-8.837390855544697,,-9.034676602846295,,
yno,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
omd,,-8.837390855544697,,-9.034676602846295,,
mde,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
t P,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
CEO,,-8.837390855544697,,-9.034676602846295,,
O d,,-8.837390855544697,-9.359708203627006,,,
Mob,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
tna,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
lao,,-8.837390855544697,,-9.034676602846295,,
bog,,-8.837390855544697,-9.359708203627006,,,-9.107753783201082
lha,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
nik,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
ika,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Mc,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
McD,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
cDo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
lds,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 LP,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,
LPG,,-8.837390855544697,,-9.034676602846295,,
PGA,,-8.837390855544697,,-9.034676602846295,,
Cha,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
nsh,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-9.107753783201082
SuS,,-8.837390855544697,,-9.034676602846295,,
uSE,,-8.837390855544697,,-9.034676602846295,,
Sun,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
 IS,,-8.837390855544697,-8.66656102306706,-9.034676602846295,,-9.107753783201082
ISR,,-8.837390855544697,,-9.034676602846295,,
SRA,,-8.837390855544697,,-9.034676602846295,,
AEL,,-8.837390855544697,,-9.034676602846295,,
LI ,,-8.837390855544697,,,-9.107864580386947,
ep ,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
p P,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Deu,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
uts,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
tsc,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
h D,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
 DF,,-8.837390855544697,,-9.034676602846295,,
DFl,,-8.837390855544697,,-9.034676602846295,,
Fla,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rzi,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
 FD,,-8.837390855544697,,-9.034676602846295,,
FDA,,-8.837390855544697,,-9.034676602846295,,
A i,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
chh,,-8.837390855544697,-9.359708203627006,,,
hhe,,-8.837390855544697,-9.359708203627006,,,
hea,,-8.837390855544697,-8.261095914958897,-9.034676602846295,-9.107864580386947,-9.107753783201082
eav,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
avy,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
vy ,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
y è,,-8.837390855544697,,,,
 ud,,-8.837390855544697,-9.359708203627006,,,
Sco,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
Lem,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
 Qa,,-8.837390855544697,,-9.034676602846295,,
Qat,,-8.837390855544697,,-9.034676602846295,,
C q,,-8.837390855544697,,,-9.107864580386947,
tix,,-8.837390855544697,,-9.034676602846295,,
 Sc,,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
utc,,-8.144243674984754,,-8.34152942228635,-9.107864580386947,-9.107753783201082
chy,,-8.144243674984754,,-8.34152942228635,-9.107864580386947,-9.107753783201082
y Q,,-8.837390855544697,,,,-9.107753783201082
 Sy,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Syl,,-8.837390855544697,,-9.034676602846295,,
ylv,,-8.837390855544697,,-9.034676602846295,,
lyw,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ywo,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
hev,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
vau,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
Tob,,-8.837390855544697,,-9.034676602846295,,
oby,,-8.837390855544697,,-9.034676602846295,,
by ,,-8.144243674984754,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
bak,,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
urd,,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
Umm,,-8.837390855544697,,-9.034676602846295,,
rur,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Sul,,-8.837390855544697,,,,
Une,,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
ulm,,-8.837390855544697,-9.359708203627006,,,
lEi,,-8.837390855544697,,,,
Eid,,-8.837390855544697,,-9.034676602846295,,
ceg,,-8.837390855544697,,,,
Bog,,-8.837390855544697,,-9.034676602846295,,
ogd,,-8.837390855544697,,-9.034676602846295,,
gde,,-8.837390855544697,,-8.34152942228635,,
Moq,,-8.837390855544697,,-9.034676602846295,,
oqt,,-8.837390855544697,,-9.034676602846295,,
qta,,-8.837390855544697,,-9.034676602846295,,
alS,,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
lSa,,-8.837390855544697,,-9.034676602846295,,
Sad,,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
but,,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
